Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2015-03-01,1.07,230913.14,28899.98,134019.55,614.07,67379.54,65870.9,1508.64,,conventional,2015,HarrisburgScranton
2017-12-31,1.12,206562.78,115793.69,14230.19,277.37,76261.53,29166.63,46858.23,236.67,conventional,2017,Jacksonville
2016-02-21,1.2,247820.38,76211.84,42300.46,62843.26,66464.82,47259.62,10247.76,8957.44,conventional,2016,Detroit
2017-12-24,1.82,138506.44,25276.34,58176.83,0.0,55053.27,54984.78,68.49,,organic,2017,California
2017-06-11,1.72,583709.06,5556.48,457512.97,3039.46,117600.15,109052.09,5650.84,,conventional,2017,Boston
2017-03-19,1.34,110278.1,37849.42,28735.05,1151.02,42542.61,35408.71,7133.9,,conventional,2017,Pittsburgh
2015-11-22,1.87,1202.46,7.6,1107.08,0.0,87.78,3.33,84.45,,organic,2015,Louisville
2016-07-24,1.32,2914817.51,611049.2,1286835.89,133520.1,883412.32,738517.02,97932.68,46962.62,conventional,2016,Midsouth
2015-06-28,1.71,46229.47,,37972.31,144.7,0.0,0.0,0.0,0.0,organic,2015,Seattle
2015-07-19,1.63,3597.52,,23.85,34.07,2330.23,2330.23,0.0,,organic,2015,Jacksonville
2016-10-16,1.36,55053.59,1344.18,31561.93,21.67,22125.81,22125.81,0.0,,conventional,2016,Syracuse
2017-03-05,1.15,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,conventional,2017,California
2018-03-18,1.12,234236.46,125894.69,13198.7,449.65,94693.42,38854.51,55768.91,70.0,conventional,2018,Jacksonville
2017-05-28,1.6,12214.35,771.94,4134.06,160.29,7148.06,2792.14,4355.92,,organic,2017,RichmondNorfolk
2015-04-05,1.82,2405.02,1494.07,62.1,0.0,848.85,848.85,0.0,0.0,organic,2015,Orlando
2015-08-02,1.43,8082.85,428.12,6058.21,0.0,1596.52,694.27,902.25,,organic,2015,Nashville
2017-12-24,1.3,2860693.26,507534.15,1076521.4,274898.24,1001739.47,812838.52,172058.17,,conventional,2017,GreatLakes
2017-09-03,2.04,8629.45,166.84,2919.13,0.0,5543.48,1630.5,3912.98,,organic,2017,Nashville
2017-12-03,0.77,1398400.0,540763.0,289729.0,7694.0,560213.0,479680.0,80533.0,0.0,conventional,2017,Houston
2017-08-13,2.14,14533.65,516.53,5399.86,0.0,8617.26,8579.26,38.0,0.0,organic,2017,Atlanta
2017-03-19,1.86,147248.57,30270.92,85793.31,114.28,31070.06,30832.74,237.32,,organic,2017,NewYork
2018-03-18,1.8,7105.79,1052.26,2821.98,7.09,3224.46,3207.79,16.67,0.0,organic,2018,StLouis
2017-08-13,2.04,72817.55,10764.58,16810.19,0.0,45242.78,45097.35,145.43,0.0,organic,2017,LosAngeles
2018-03-18,1.01,216897.74,,15964.09,2293.97,135863.78,95448.1,39893.13,522.55,conventional,2018,Columbus
2015-07-19,1.2,246513.23,46281.36,63762.88,45046.22,91422.77,90363.6,1059.17,,conventional,2015,RaleighGreensboro
2017-07-30,1.52,124143.15,34533.3,4894.84,0.0,84715.01,82561.9,2153.11,,organic,2017,SouthCentral
2016-07-31,1.86,1853.41,885.09,214.99,0.0,753.33,753.33,0.0,0.0,organic,2016,GrandRapids
2015-01-11,2.28,3463.61,,3190.97,0.0,193.33,193.33,0.0,,organic,2015,HartfordSpringfield
2015-01-04,1.33,41143.51,2506.61,20905.01,16.68,17715.21,17715.21,0.0,,conventional,2015,Syracuse
2017-11-12,1.19,126496.0,43121.0,31995.0,173.0,51207.0,46960.0,4235.0,,conventional,2017,Roanoke
2016-07-10,1.74,5055.17,,1915.03,0.0,2716.16,2716.16,0.0,,organic,2016,StLouis
2017-10-29,2.16,2726.34,102.22,748.02,4.81,1871.29,758.89,1112.4,,organic,2017,Jacksonville
2016-07-24,0.97,5528475.32,,1095930.61,29835.26,1329077.21,1169824.57,105002.77,,conventional,2016,SouthCentral
2016-07-17,2.07,149636.3,6081.81,28783.38,3117.39,111653.72,101869.15,9784.57,0.0,organic,2016,Northeast
2017-12-17,1.25,162923.49,2042.43,74185.34,48181.44,38514.28,21582.27,3918.17,,conventional,2017,GrandRapids
2017-07-23,1.43,21137.13,231.9,221.59,23.38,20660.26,20656.93,3.33,,organic,2017,HarrisburgScranton
2015-02-08,1.56,6072.82,475.63,2142.16,552.27,2902.76,2600.0,302.76,0.0,organic,2015,SouthCarolina
2015-01-25,1.17,194086.08,54046.97,75205.48,8644.27,56189.36,45878.25,10311.11,,conventional,2015,RichmondNorfolk
2016-03-27,1.32,1395562.08,,1008215.2,1438.13,368147.19,316529.29,51617.9,0.0,conventional,2016,NewYork
2016-01-17,1.22,29446.62,1345.36,11419.3,0.0,16681.96,27.85,16654.11,,organic,2016,Portland
2016-04-24,1.36,38767.82,2907.01,25699.0,262.86,9898.95,5774.63,4124.32,0.0,organic,2016,WestTexNewMexico
2016-05-15,0.89,39914996.74,,14437190.03,1753852.61,11276355.61,7987028.55,3143280.05,,conventional,2016,TotalUS
2015-06-28,1.03,261199.27,163193.51,10737.56,8080.05,79188.15,75120.4,4043.46,24.29,conventional,2015,NewOrleansMobile
2015-08-23,1.59,610212.92,129106.61,380934.57,27089.79,73081.95,72131.45,950.5,0.0,,2015,SanFrancisco
2016-08-28,1.14,18482.13,1480.15,4894.19,0.0,12107.79,1774.14,10333.65,,organic,2016,Atlanta
2016-01-10,1.4,4134.61,2821.21,939.02,0.0,374.38,366.67,7.71,,organic,2016,GrandRapids
2015-07-19,1.09,1701986.81,824192.7,491747.17,37429.71,348617.23,332847.58,14512.26,,conventional,2015,Plains
2017-03-19,1.66,253838.3,5615.33,195073.06,691.53,52458.38,46606.3,5852.08,,conventional,2017,HartfordSpringfield
2017-12-03,1.23,4486.61,,134.36,0.0,4330.29,2945.07,1385.22,0.0,organic,2017,Syracuse
2018-01-14,1.31,3437563.27,778207.19,1040627.93,294793.29,1323934.86,1117531.11,183163.55,,conventional,2018,GreatLakes
2016-01-03,0.92,258889.23,3985.19,191590.43,12294.17,51019.44,42961.74,2684.87,,conventional,2016,GrandRapids
2017-06-18,1.56,148060.59,3126.38,73192.35,0.0,71741.86,11087.54,60654.32,0.0,organic,2017,GreatLakes
2017-04-09,1.38,345869.64,153802.62,72253.48,2212.93,117600.61,82167.37,31317.19,,conventional,2017,SouthCarolina
2015-08-23,1.99,54255.52,4413.27,19200.77,917.81,29723.67,29487.98,235.69,,organic,2015,Northeast
2017-06-11,1.13,572838.59,318335.08,51385.66,101.41,203016.44,117300.66,78150.78,,conventional,2017,Atlanta
2016-11-13,1.49,6840.22,1944.42,545.57,0.0,4350.23,1526.66,2823.57,,organic,2016,StLouis
2017-11-12,1.16,433591.0,168076.0,140122.0,16004.0,109389.0,100528.0,5510.0,,conventional,2017,SanDiego
2015-04-26,1.46,83253.18,9169.34,42025.26,4427.92,27630.66,18237.04,9393.62,,organic,2015,Midsouth
2015-01-11,1.22,26008.88,12258.26,7094.53,490.24,6165.85,6165.85,0.0,,organic,2015,BaltimoreWashington
2017-02-26,1.93,2099.67,4.86,606.04,0.0,1488.77,966.18,522.59,0.0,organic,2017,BuffaloRochester
2016-10-02,1.78,8909.48,262.02,3891.17,643.79,4112.5,4065.29,47.21,,organic,2016,Charlotte
2017-04-09,1.5,327808.93,197024.0,48831.23,64.88,81888.82,47099.1,34786.39,3.33,conventional,2017,Tampa
2015-01-04,0.99,907795.89,179507.69,637000.1,8803.79,82484.31,82033.71,444.44,,conventional,2015,SanFrancisco
2017-06-18,1.44,26885.4,9426.95,1997.32,0.0,15461.13,15370.96,90.17,0.0,organic,2017,DallasFtWorth
2016-05-22,1.27,72636.09,951.3,40672.39,600.23,30412.17,29287.17,0.0,,conventional,2016,Syracuse
2017-07-02,2.25,4778.95,435.04,2975.76,3.6,1364.55,1357.88,6.67,0.0,organic,2017,Jacksonville
2017-01-22,0.87,711564.14,,194199.57,16169.54,393543.44,331105.98,62282.17,,conventional,2017,Portland
2016-09-25,1.62,1061132.87,121477.42,566149.9,2002.25,371503.3,333527.7,37136.71,,conventional,2016,NewYork
2017-09-17,2.92,10297.07,89.79,4298.97,161.11,5747.2,5319.2,428.0,,organic,2017,RaleighGreensboro
2016-05-29,1.01,210386.61,13152.88,109784.28,12495.73,74953.72,47279.19,24844.19,,conventional,2016,Indianapolis
2015-04-26,1.19,304135.67,203078.44,19757.32,118.14,81181.77,60977.02,19915.86,,conventional,2015,Tampa
2016-11-13,1.57,1187396.84,514295.92,357173.85,5306.27,310620.8,279361.86,23575.34,,conventional,2016,Plains
2015-11-15,1.94,3002.61,244.63,1295.86,828.52,633.6,633.6,0.0,,organic,2015,Charlotte
2016-01-24,1.83,1506.87,23.39,294.7,0.0,1188.78,1180.98,7.8,,organic,2016,Albany
2015-05-24,1.21,270097.92,43499.81,132429.7,777.66,93390.75,89913.88,2641.89,834.98,conventional,2015,HarrisburgScranton
2016-03-06,0.91,311402.83,,86200.19,6809.69,78473.92,51367.6,27106.32,,conventional,2016,LasVegas
2017-09-03,2.11,14334.93,,3882.22,127.89,10116.9,8988.45,1128.45,,organic,2017,SouthCarolina
2017-07-23,1.25,6588.03,,164.12,0.0,6423.91,3009.25,3414.66,,organic,2017,Syracuse
2018-03-25,1.81,3119.2,76.12,1006.43,0.0,2036.65,618.64,1418.01,,organic,2018,Boise
2016-09-04,2.04,12126.24,1240.26,4534.3,39.48,6312.2,6312.2,0.0,,organic,2016,Philadelphia
2016-10-09,1.4,305506.51,14886.34,239615.02,2844.21,48160.94,48160.94,0.0,0.0,conventional,2016,NorthernNewEngland
2017-06-18,1.12,4668135.31,707122.82,1685604.76,403401.16,1872006.57,1345931.0,448086.41,77989.16,conventional,2017,GreatLakes
2016-06-19,1.46,421529.12,14408.27,245061.91,18156.09,143902.85,132625.62,8901.2,,conventional,2016,Philadelphia
2015-07-26,1.46,1190.83,533.17,38.93,0.0,618.73,80.85,537.88,,organic,2015,Pittsburgh
2016-09-04,1.03,419927.05,228635.99,60398.43,8324.56,122568.07,89224.3,33338.77,5.0,conventional,2016,SouthCarolina
2015-04-19,1.16,280464.73,182582.22,19553.08,138.42,78191.01,56279.47,21911.54,,conventional,2015,Tampa
2015-03-29,1.18,2523110.39,576473.89,1160794.38,203057.64,582784.48,547007.1,35421.43,,conventional,2015,Midsouth
2016-02-14,1.0,334544.52,129795.42,51191.64,71030.49,82526.97,60254.29,12167.81,,conventional,2016,Detroit
2017-11-19,1.49,6681.63,78.99,209.01,0.0,6393.63,6092.22,301.41,0.0,organic,2017,NewOrleansMobile
2018-02-04,0.8,10894677.77,4473811.63,4097591.67,146357.78,2176916.69,2072477.62,34196.27,70242.8,conventional,2018,California
2017-10-29,1.63,152558.08,8565.38,65715.28,870.81,77406.61,36905.14,40362.33,,conventional,2017,Indianapolis
2017-07-16,1.5,4180237.98,,2858828.89,30721.99,1024023.73,850086.41,138210.65,,conventional,2017,Northeast
2016-12-11,0.73,1015973.91,413907.52,275659.29,3480.07,322927.03,70239.25,252687.78,,conventional,2016,Houston
2016-01-17,1.27,190161.43,28881.17,58843.29,69.26,102367.71,20133.83,82233.88,,organic,2016,West
2017-02-05,1.23,6724196.61,624600.42,4684187.02,375904.92,1039504.25,943595.66,84785.68,,conventional,2017,Northeast
2017-08-27,1.68,370286.98,45068.5,196136.69,604.27,128477.52,117020.86,11204.43,,conventional,2017,Philadelphia
2016-01-31,1.41,69115.72,29502.87,4582.19,2.77,35027.89,34397.13,630.76,,organic,2016,SouthCentral
2017-01-29,1.41,3254.87,296.39,1977.1,0.0,981.38,78.33,903.05,0.0,organic,2017,Nashville
2015-08-30,1.2,3825966.51,,2981372.2,11075.1,740291.22,678533.22,60808.49,,conventional,2015,Northeast
2015-06-07,1.03,187983.88,92110.97,33225.37,29167.3,33480.24,23654.01,5888.63,3937.6,conventional,2015,Columbus
2017-08-13,2.08,22375.66,7525.31,864.59,58.85,13926.91,13825.94,100.97,,organic,2017,Denver
2018-02-25,1.49,301985.61,34200.18,49139.34,85.58,218560.51,99989.62,118314.77,,organic,2018,West
2018-02-25,1.3,4525386.69,413430.69,2459409.32,7486.34,1645060.34,1357273.92,275551.97,,,2018,Northeast
2015-04-12,1.5,262870.62,65226.89,148667.1,99.65,48876.98,6464.0,42412.98,,,2015,West
2015-06-28,1.11,325434.49,157030.05,56095.25,108.06,112201.13,94295.35,17905.78,,conventional,2015,Tampa
2017-02-05,0.63,892740.87,260418.91,290223.93,20313.95,321784.08,318872.23,2886.85,25.0,,2017,SanDiego
2015-11-15,1.16,2242688.2,,294620.08,20815.34,472050.5,313845.53,158186.8,,conventional,2015,Southeast
2016-07-31,1.35,2787002.19,612846.55,1247700.03,127238.92,799216.69,705609.86,74747.99,,conventional,2016,Midsouth
2016-05-08,1.27,120194.49,,96137.78,84.8,22929.96,22697.54,232.42,,conventional,2016,Albany
2016-10-16,1.35,147526.08,,61066.85,0.0,81748.31,25550.93,56197.38,,organic,2016,GreatLakes
2017-01-22,1.4,8828.82,,5.01,0.0,8054.99,7606.17,448.82,0.0,organic,2017,Pittsburgh
2017-10-29,2.48,2797.66,272.0,946.72,0.0,1578.94,520.0,1058.94,,organic,2017,Spokane
2015-02-08,1.87,4011.02,,1382.91,1092.82,1347.06,1347.06,0.0,0.0,organic,2015,Charlotte
2016-07-03,1.41,891917.15,202576.49,546096.5,54358.08,88886.08,86921.08,945.56,,conventional,2016,SanFrancisco
2018-03-11,1.54,8380.75,168.6,2237.27,0.0,5974.88,5479.54,495.34,,organic,2018,Roanoke
2016-08-14,1.46,298015.34,6429.23,186844.14,655.42,104086.55,100492.24,2318.75,,conventional,2016,HartfordSpringfield
2016-07-10,1.64,2872.1,0.0,51.22,0.0,2820.88,2024.16,796.72,,organic,2016,Syracuse
2016-02-28,1.44,845011.63,110120.49,347488.78,10423.3,376979.06,277995.45,98983.61,,organic,2016,TotalUS
2016-11-06,1.78,266345.33,,137695.34,1450.27,33681.11,33675.22,5.89,0.0,conventional,2016,Sacramento
2015-06-07,0.97,447813.52,153214.87,87106.49,131114.3,76377.86,61921.23,1180.76,13275.87,conventional,2015,Detroit
2017-07-16,1.2,582068.66,301471.59,63898.41,100.9,216597.76,154627.41,55794.73,,conventional,2017,Atlanta
2016-06-26,1.72,3794.29,,118.08,25.3,1213.33,1213.33,0.0,,organic,2016,Jacksonville
2017-06-18,2.15,7071.15,768.44,3446.35,0.0,2856.36,2853.03,3.33,,organic,2017,Orlando
2018-02-11,1.07,554598.15,193066.47,282308.93,1180.54,78042.21,70403.14,1800.9,5838.17,conventional,2018,Sacramento
2018-02-04,1.83,93204.08,9300.64,21428.22,814.47,61660.75,61516.19,144.56,,,2018,NewYork
2016-07-31,1.23,152777.16,,31854.3,440.28,53079.47,25243.34,23054.74,,conventional,2016,Jacksonville
2015-03-29,1.42,35121.94,13962.42,12697.51,0.0,8462.01,8462.01,0.0,,organic,2015,LosAngeles
2016-10-23,1.34,178512.86,70435.52,54871.16,5858.15,47348.03,46850.78,497.25,,conventional,2016,RichmondNorfolk
2016-07-31,1.34,3013426.04,,1374844.51,207792.14,982661.14,742994.62,212638.07,,conventional,2016,GreatLakes
2017-07-16,2.02,75021.72,10041.65,24449.24,0.0,40530.83,40510.47,20.36,,organic,2017,LosAngeles
2016-09-04,1.47,139374.22,,74111.53,0.0,59031.59,13790.28,45241.31,0.0,organic,2016,GreatLakes
2017-08-20,1.65,72084.39,19604.56,23704.67,189.66,28585.5,19888.67,8696.83,,conventional,2017,Spokane
2017-04-09,1.61,79779.92,1222.66,46634.37,10.34,31912.55,14344.41,17568.14,,conventional,2017,Syracuse
2015-04-26,1.57,4883.55,408.44,3284.07,0.0,1191.04,572.85,618.19,,organic,2015,Columbus
2017-03-26,1.37,20102.19,4708.54,5221.26,0.0,10172.39,9863.66,308.73,,organic,2017,PhoenixTucson
2016-12-04,1.3,7132.62,262.63,2320.11,116.19,4433.69,1641.97,2791.72,,organic,2016,RichmondNorfolk
2017-04-09,1.54,494093.73,312737.23,74502.99,242.38,106611.13,66358.64,40164.99,,conventional,2017,MiamiFtLauderdale
2017-04-09,1.01,2993246.61,,408516.09,106825.66,1520464.82,1460394.98,10162.56,,conventional,2017,LosAngeles
2017-10-22,1.51,3380058.07,289343.32,2157327.99,6149.33,927237.43,838555.26,88678.73,,conventional,2017,Northeast
2015-06-28,1.1,5641742.02,3163839.74,1610910.07,212173.21,654819.0,630301.44,21861.54,,conventional,2015,California
2016-07-31,1.27,159573.77,16079.16,80211.44,6277.21,57005.96,34005.49,22328.62,,conventional,2016,Indianapolis
2015-05-24,0.96,623212.04,,27284.43,1260.8,56539.87,33867.0,22651.15,,conventional,2015,Atlanta
2015-09-06,1.43,27271.95,,5153.61,11.45,18285.92,185.09,18100.83,0.0,organic,2015,Denver
2015-10-04,1.0,4895485.63,1369449.86,2378441.26,179192.02,968402.49,630337.33,336994.14,,conventional,2015,West
2017-11-26,0.95,898548.0,523362.0,160636.0,2920.0,211630.0,130864.0,80717.0,,conventional,2017,DallasFtWorth
2015-11-22,1.39,23094.34,6643.41,5729.32,30.25,10691.36,523.98,10167.38,,organic,2015,Denver
2016-01-10,1.37,20518.45,495.49,6973.51,401.96,12647.49,915.73,11731.76,0.0,organic,2016,BaltimoreWashington
2016-06-05,1.6,6062.33,343.3,2507.58,694.74,2516.71,2513.38,3.33,,organic,2016,Charlotte
2015-12-27,0.78,944506.54,389773.22,288003.62,126150.81,140578.89,73711.94,36493.62,,conventional,2015,Houston
2017-09-17,1.73,1865690.48,837463.16,357662.06,84556.11,586009.15,543636.79,13163.62,,conventional,2017,LosAngeles
2015-04-12,1.89,1890.99,1407.49,56.1,20.73,406.67,406.67,0.0,,organic,2015,Jacksonville
2015-02-22,1.87,1563.5,104.69,1018.76,0.0,440.05,360.0,80.05,0.0,organic,2015,Indianapolis
2015-02-22,1.83,10235.09,511.72,8648.92,0.0,1074.45,1074.45,0.0,,organic,2015,Chicago
2016-01-10,0.95,196216.36,21275.55,94804.67,29602.84,50533.3,42015.27,8518.03,,conventional,2016,Charlotte
2018-02-18,1.43,15443.91,145.58,4665.8,78.05,10554.48,9900.82,653.66,0.0,organic,2018,SouthCarolina
2017-04-30,1.61,199903.62,29040.03,67606.93,7.79,103248.87,99212.47,4036.4,,organic,2017,California
2015-10-18,2.18,2804.82,1876.78,48.04,0.0,880.0,880.0,0.0,,organic,2015,Orlando
2016-03-06,1.41,21611.1,658.79,10332.37,340.33,10279.61,2023.14,8256.47,,organic,2016,BaltimoreWashington
2017-06-11,2.05,7973.35,2393.62,2139.09,12.2,3428.44,2034.3,1394.14,0.0,organic,2017,StLouis
2018-03-18,0.95,730449.69,323507.79,36770.0,1828.28,368343.62,267740.12,97851.46,,conventional,2018,Atlanta
2017-12-24,1.66,232395.98,30630.73,38800.38,84.09,162880.78,90385.44,72367.24,,organic,2017,West
2015-10-04,1.62,9011.35,15.66,189.08,0.0,8806.61,8806.61,0.0,,organic,2015,NorthernNewEngland
2016-05-22,1.0,3705262.31,565308.46,1785951.31,285242.59,1068759.95,777740.27,252029.83,,conventional,2016,GreatLakes
2017-11-26,1.66,11834.89,344.14,3863.03,0.0,7627.72,6495.07,1132.65,,organic,2017,Atlanta
2015-08-16,2.39,3753.16,1360.6,2053.79,2.72,336.05,336.05,0.0,0.0,,2015,HartfordSpringfield
2016-01-31,0.95,173689.71,90482.99,33297.46,8012.73,41896.53,27523.08,14373.45,,conventional,2016,Nashville
2017-09-10,1.78,3139.84,45.5,196.27,0.0,2898.07,2894.74,3.33,0.0,organic,2017,Albany
2016-06-12,1.76,4612.16,381.97,2418.0,726.75,1085.44,1082.11,3.33,,organic,2016,Charlotte
2017-12-10,2.12,11025.4,59.16,4370.67,158.91,6436.66,6323.78,112.88,0.0,organic,2017,RaleighGreensboro
2016-11-06,1.81,4057.85,203.83,1663.45,0.0,2190.57,1264.44,926.13,,organic,2016,Indianapolis
2016-04-17,0.9,178369.19,96001.31,23421.52,1199.07,57747.29,40772.11,16972.66,,conventional,2016,Nashville
2017-08-27,1.83,277558.13,11729.61,202013.68,1677.75,62137.09,19695.46,41491.63,,,2017,NorthernNewEngland
2017-11-26,1.08,159826.0,83217.0,6254.0,183.0,70172.0,58959.0,10358.0,856.0,conventional,2017,Nashville
2016-05-08,1.4,12962.2,1851.63,10971.67,0.0,138.9,138.9,0.0,,organic,2016,Sacramento
2015-12-06,1.8,7059.51,,4788.95,0.0,981.28,300.0,681.28,,organic,2015,Detroit
2017-04-23,1.6,370499.27,140311.55,183045.02,1050.45,46092.25,44010.19,117.06,,conventional,2017,Sacramento
2018-01-07,1.2,3437632.8,998436.07,1224229.25,24958.08,1190009.4,1033913.96,152674.33,,conventional,2018,Midsouth
2016-09-18,1.22,5471565.28,1888694.03,1934688.42,112714.97,1535467.86,1434869.76,59481.09,,conventional,2016,California
2017-04-09,1.3,118305.22,,29159.75,6.4,75232.89,70010.1,5222.79,0.0,organic,2017,LosAngeles
2016-05-15,0.7,901217.17,581142.58,136712.42,20624.94,162737.23,97314.33,61552.9,,conventional,2016,WestTexNewMexico
2015-03-22,1.19,282155.05,4556.72,229492.52,55.64,48050.17,47856.09,194.08,0.0,,2015,NorthernNewEngland
2015-02-01,1.78,2943.85,12.18,1308.94,0.0,1622.73,1622.73,0.0,0.0,organic,2015,Boston
2017-08-20,1.88,14864.18,322.82,3927.75,88.54,10525.07,10329.68,195.39,,organic,2017,SouthCarolina
2015-07-05,1.16,896298.77,66504.67,567640.7,56044.51,206108.89,200097.99,5890.57,120.33,conventional,2015,BaltimoreWashington
2017-01-15,1.44,975724.28,121132.79,280287.84,8750.08,565553.57,400292.46,165261.11,0.0,organic,2017,TotalUS
2017-11-26,1.57,2841.29,27.75,182.15,0.0,2631.39,2631.39,0.0,,organic,2017,Albany
2017-05-07,1.59,211442.68,27955.44,80576.31,1.61,102909.32,102120.45,788.87,0.0,organic,2017,California
2017-01-15,1.01,291083.26,171326.01,35657.65,232.92,83866.68,60508.85,16912.83,,conventional,2017,NewOrleansMobile
2015-06-07,1.01,98865.51,8145.6,62401.26,4540.35,23778.3,12423.77,10432.41,,conventional,2015,Louisville
2018-03-25,1.33,469300.74,289527.11,33226.48,1342.31,145204.84,87355.05,57643.12,,conventional,2018,Tampa
2017-02-19,1.81,5205.8,1560.07,150.65,0.0,3495.08,1844.03,1651.05,0.0,organic,2017,Orlando
2015-01-11,1.54,54644.32,1491.88,33759.12,1325.17,18068.15,12165.94,5902.21,0.0,conventional,2015,Pittsburgh
2017-05-07,1.11,52220.44,7740.99,4048.4,23.83,40407.22,159.67,40247.55,0.0,organic,2017,Portland
2017-11-05,1.26,3225071.95,696600.38,1043530.21,144063.19,1340878.17,823843.88,510854.52,6179.77,conventional,2017,GreatLakes
2016-02-21,0.83,337403.05,121214.86,124295.71,6447.94,85444.54,40526.02,44918.52,,conventional,2016,LasVegas
2017-06-04,1.66,401637.7,,322243.99,2107.52,69076.99,31580.39,36384.93,1111.67,conventional,2017,NorthernNewEngland
2015-04-12,0.76,840314.58,564694.43,167105.74,11290.94,97223.47,71587.33,25636.14,,conventional,2015,WestTexNewMexico
2016-04-03,1.46,2724.46,0.0,75.68,0.0,2648.78,1686.54,962.24,,organic,2016,Syracuse
2016-07-24,1.49,9837.59,3.7,666.04,0.0,9167.85,8677.91,489.94,,organic,2016,Boston
2017-04-09,0.91,24438.67,1358.59,5782.33,0.0,17297.75,1629.46,15668.29,0.0,organic,2017,Atlanta
2017-11-26,1.4,295940.0,188536.0,25479.0,476.0,81450.0,57222.0,24228.0,,conventional,2017,Tampa
2016-12-18,1.26,197054.39,60411.01,60081.51,8199.68,68362.19,66189.15,2173.04,,conventional,2016,RaleighGreensboro
2017-10-29,1.55,682236.82,62566.85,434269.43,4193.34,181207.2,179693.45,1510.42,,,2017,BaltimoreWashington
2015-12-06,0.67,565516.62,,209350.93,17406.01,142269.38,114044.25,28225.13,0.0,conventional,2015,SanDiego
2016-11-27,1.16,100424.14,,6473.64,16.27,59769.2,40665.36,19103.84,,conventional,2016,StLouis
2017-04-09,1.75,1277721.97,37746.37,775729.89,2839.8,461405.91,407168.08,51164.8,,conventional,2017,NewYork
2016-04-03,1.56,1903.46,36.34,193.4,0.0,1673.72,1673.72,0.0,,organic,2016,Albany
2016-08-28,1.26,104270.76,14056.73,25916.53,6.38,64291.12,63624.45,666.67,,,2016,LosAngeles
2017-08-27,1.26,176231.47,86236.44,19787.99,1022.34,69184.7,62542.31,6049.02,,conventional,2017,Columbus
2015-08-30,1.17,147066.48,3709.1,86767.95,15531.08,41058.35,23305.32,15000.54,2752.49,conventional,2015,Indianapolis
2017-12-10,1.01,181425.66,95942.65,11557.82,257.6,73667.59,33265.86,40251.73,,conventional,2017,Jacksonville
2017-02-26,0.79,864199.16,471215.82,67019.53,15924.59,310039.22,126854.84,183184.38,,conventional,2017,WestTexNewMexico
2018-02-25,1.56,31548.98,,8227.53,4.2,19014.44,19011.11,3.33,,organic,2018,Philadelphia
2016-09-18,1.15,31346091.46,11337829.1,9481313.14,486187.39,10040761.83,7649502.34,2311262.99,,conventional,2016,TotalUS
2015-10-18,1.26,7031.45,,1798.19,0.0,3415.29,56.67,3358.62,,organic,2015,StLouis
2015-04-19,1.04,488094.98,270328.18,156651.22,13282.24,47833.34,25453.84,22379.5,0.0,conventional,2015,SanDiego
2016-11-20,1.35,243576.96,76104.87,46523.68,5327.53,115620.88,114230.31,1381.66,8.91,conventional,2016,Detroit
2015-11-15,1.01,68648.22,24424.72,12085.72,6502.37,25635.41,25200.25,8.65,,conventional,2015,Boise
2016-03-13,1.96,33409.96,7270.09,12040.43,2080.55,12018.89,10528.46,1490.43,,organic,2016,NewYork
2017-01-22,0.97,4992701.64,1897606.32,1188251.05,11258.47,1895585.8,834407.94,1059745.36,,conventional,2017,Southeast
2016-07-31,1.68,614939.39,38275.52,373205.75,97843.18,105614.94,104111.58,317.97,,conventional,2016,Chicago
2015-11-01,1.92,3507.63,317.46,1300.88,1100.02,789.27,789.27,0.0,,organic,2015,Charlotte
2018-03-11,1.15,3874143.18,1003594.96,1291212.19,26832.41,1552503.62,1389780.99,153631.49,,conventional,2018,Midsouth
2016-06-26,1.5,133086.66,,106656.84,37.42,18469.39,16479.75,419.64,,,2016,Albany
2015-01-18,1.23,657741.34,49947.16,393359.6,40576.08,173858.5,169390.88,4467.62,,conventional,2015,BaltimoreWashington
2015-08-30,1.45,7100.18,378.58,5319.3,0.0,1402.3,1074.18,328.12,0.0,organic,2015,Nashville
2017-08-06,1.55,77832.62,20501.08,29823.74,121.9,27385.9,17489.63,9861.3,,conventional,2017,Spokane
2015-10-04,1.05,2814678.93,296032.66,1632488.05,381986.61,504171.61,354840.13,106127.86,,conventional,2015,GreatLakes
2016-04-10,1.36,57602.01,4047.05,22065.88,7333.68,24155.4,7182.87,16972.53,,organic,2016,Plains
2017-04-23,2.17,15607.14,2318.43,5746.83,0.0,7541.88,7535.14,6.74,,organic,2017,Philadelphia
2017-12-17,1.34,61276.15,16166.42,17749.69,328.0,27032.04,20076.59,6919.35,,conventional,2017,Spokane
2015-12-13,0.84,462548.3,,118664.89,16726.87,172045.33,128053.44,43991.89,,conventional,2015,SanDiego
2017-12-31,0.85,6150665.32,2819105.97,1288524.97,22204.28,2020830.1,1456270.21,563984.42,575.47,conventional,2017,SouthCentral
2017-06-25,2.22,14667.26,1527.5,6647.85,4.84,6487.07,6487.07,0.0,0.0,organic,2017,Philadelphia
2016-08-28,1.38,71711.83,5939.38,45349.71,16.1,20406.64,19306.64,0.0,1100.0,conventional,2016,Syracuse
2016-06-12,1.53,40535.05,162.25,38677.24,0.0,1695.56,1695.56,0.0,,organic,2016,Chicago
